step,reward,score,bonus,cluster,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate
81921,14.23406180530997,3.402545189601369e-06,0.0002551908892201027,7,-1.0,0.33000273,-0.3739,-0.0078597665,-23.427923917770386,1.0,117872
81922,11.015941563738632,2.4375262341891357e-07,1.8281446756418518e-05,7,-1.0,-0.24969032,-1.0,0.7176289,-45.839998722076416,7.4499858021736145,160000
81923,12.450395107043482,1.4405756587621e-07,1.080431744071575e-05,1,-0.2508516,-0.6097101,-0.41433686,0.6726462,-21.580852270126343,4.919641971588135,83426
81924,14.925434297873792,4.1552777929609874e-07,3.1164583447207406e-05,1,-0.90868324,-0.2999981,-1.0,0.85123163,-58.61753821372986,1.0,125856
81925,14.155667958410985,3.848845409049062e-10,2.8866340567867965e-08,4,-0.49189568,0.33000004,-1.0,-0.68996,-59.59599494934082,1.0,160000
81926,209.2474871272141,9.735929944187927e-12,7.301947458140945e-10,9,-0.037070334,-1.0,-1.0,-0.836091,-20.0,1.0,160000
81927,13.798193869103864,3.1473091439693235e-06,0.00023604818579769926,7,-1.0,0.33000487,-0.9587709,-0.43574682,-33.47594499588013,6.000048875808716,160000
81928,15.039334141999799,3.8471544030471705e-06,0.0002885365802285378,7,0.34000003,-1.0,-0.7763089,1.0,-56.599987745285034,1.0,160000
81929,9.946244487354281,8.650533800391713e-08,6.487900350293785e-06,6,-1.0,-0.6848031,0.3699996,1.0,-40.508490204811096,1.252922773361206,108842
81930,63.615674290284524,2.549629243731033e-05,0.0019122219327982748,5,0.33999997,-1.0,-1.0,1.0,-20.399999618530273,1.0,77439
81931,13.490690662999713,2.4021474018809386e-06,0.0001801610551410704,7,-1.0,-0.986686,-1.0,0.23680007,-58.20971488952637,1.0,97086
81932,11.978261646630688,3.097147782682441e-07,2.322860837011831e-05,7,0.33999997,-0.65017873,-0.83958316,0.29939926,-36.382777094841,1.0,157171
81933,12.489367976247287,5.585683879871794e-07,4.189262909903846e-05,7,0.05449748,-0.10831338,-1.0,-0.13061264,-20.0,1.0,144937
81934,14.054922363330556,1.6942657339313882e-06,0.00012706993004485412,7,-0.8528546,0.030679464,-0.35568953,0.4203431,-20.0,1.0,160000
81935,14.162873501388207,3.2508759773008933e-07,2.43815698297567e-05,1,0.14971119,0.32999998,-1.0,1.0,-39.65361446142197,1.0,100288
81936,65.25581347823805,4.1326329665025696e-05,0.003099474724876927,5,-1.0,0.14468652,-1.0,1.0,-20.0,7.450000107288361,77439
81937,12.717602220431099,6.567034915860859e-07,4.925276186895644e-05,7,-1.0,-1.0,0.18472624,1.0,-29.967178106307983,2.0051679611206055,160000
81938,2.919550794915778,4.348252602426328e-08,3.261189451819746e-06,2,0.33999997,-1.0,0.018746614,0.26474568,-40.9479022026062,1.0,137681
81939,-0.9898813222597318,1.7955701370198085e-09,1.3466776027648564e-07,2,0.33999997,-0.6483493,-1.0,-1.0,-38.684415221214294,1.0,76819
81940,26.94300855556188,9.002242007394301e-11,6.751681505545726e-09,8,-0.61858594,0.32999992,-1.0,-0.9489052,-20.0,2.344541609287262,151303
81941,14.167526753885687,1.8610277265906916e-06,0.00013957707949430187,7,-1.0,-1.0,-1.0,0.649964,-30.017117857933044,1.0,160000
81942,11.969062496330853,8.759064371588465e-07,6.569298278691349e-05,7,-0.17467287,0.037371397,0.37,1.0,-41.00537657737732,1.8810395002365112,77906
81943,78.72187098034289,0.000648596091195941,0.04864470683969557,5,-1.0,0.32999998,-1.0,1.0,-28.662928342819214,2.744440495967865,114379
81944,65.1140799789577,3.455247133388184e-05,0.002591435350041138,5,-1.0,0.2865522,-0.96754354,0.64937246,-20.0,6.8000001311302185,160000
81945,14.086380221371575,5.454826350614894e-06,0.00040911197629611706,7,0.2749709,-0.14769614,-0.82412624,1.0,-55.19999980926514,6.8000001311302185,112961
81946,68.00898891528719,6.289051816565916e-05,0.004716788862424437,5,-0.6577323,0.32999998,-0.7774738,0.015550017,-20.0,1.0,98414
81947,14.190567675105926,3.1567631140205776e-06,0.00023675723355154332,7,-0.09415829,-0.37512982,-0.15229553,0.9092592,-27.253912687301636,3.8395262360572815,145559
81948,13.867645304447937,3.3093883757828735e-06,0.0002482041281837155,7,-0.59543747,-0.17709386,0.3699999,0.32282192,-20.0,5.953336119651794,160000
81949,14.193923712408631,2.643064817675622e-06,0.00019822986132567166,7,-1.0,0.004435003,0.36999983,0.58294,-56.59999370574951,1.317257046699524,135078
81950,14.05220702625143,2.363559588047792e-06,0.00017726696910358442,7,0.33999997,-1.0,-0.74211943,0.5238179,-40.694211423397064,2.9441625475883484,153413
81951,18.570791612523927,3.132451242837675e-10,2.3493384321282562e-08,8,-1.0,0.28766668,-1.0,-0.6806392,-58.20042610168457,1.0,160000
81952,8.668018215023714,4.0878521900822307e-08,3.065889142561673e-06,6,-1.0,0.32127494,-1.0,0.68442345,-48.826897740364075,4.763487637042999,160000
81953,10.424207003899026,7.213206743017508e-08,5.409905057263131e-06,6,-0.5915149,-0.18294445,-1.0,1.0,-31.783081889152527,1.0,160000
81954,9.139749219146886,7.444109684229261e-08,5.583082263171946e-06,6,-0.0016023517,-1.0,-0.42061418,0.81370205,-50.05899786949158,7.1000001430511475,124464
81955,14.15537263117126,2.832821337506175e-07,2.1246160031296313e-05,1,-0.17391911,-1.0,0.10722941,1.0,-20.399999618530273,4.67350310087204,160000
81956,10.431813044689358,8.570471976554472e-08,6.427853982415854e-06,6,-1.0,-0.7226142,-0.9528696,0.48929167,-59.60000038146973,2.4941471815109253,160000
81957,11.962324889088109,6.343307177303359e-07,4.757480382977519e-05,7,0.15123099,-0.69671136,0.45999998,1.0,-20.399999618530273,5.573895037174225,160000
81958,1.753939703001664,1.1174330794005982e-08,8.380748095504487e-07,2,-1.0,-0.7915648,-1.0,0.15363392,-20.0,1.0,158584
81959,2.702523202380243,3.070326570764337e-08,2.3027449280732526e-06,2,-1.0,-0.54345137,-0.24752939,0.47000003,-23.957732915878296,1.0,158013
81960,11.725514262076233,3.3529803378229417e-09,2.5147352533672063e-07,4,-1.0,-0.9011823,-0.6967094,-0.18474135,-41.56968295574188,1.0,160000
81961,8.98743435933832,4.366609296369006e-09,3.2749569722767546e-07,4,0.18432373,-0.34206027,0.37240678,-0.23657075,-20.0,1.0,147812
81962,2.0617952623014504,4.3974946350999744e-08,3.298120976324981e-06,2,0.28520906,-0.8837555,-0.6132362,0.7805143,-45.11120140552521,1.0,76799
81963,8.191637854268267,9.019200319926313e-08,6.7644002399447345e-06,1,0.33999997,-0.7144356,-1.0,0.5032194,-59.251770973205566,1.0,160000
81964,2.1960038350411732,1.752772682550585e-08,1.3145795119129389e-06,2,-1.0,-1.0,-1.0,0.8485242,-21.127288341522217,1.0,160000
81965,0.30982180274026816,1.7955701370198085e-09,1.3466776027648564e-07,2,0.33999997,-1.0,-1.0,-1.0,-59.19999957084656,1.0,160000
81966,1.0494473431414866,6.211307024273083e-09,4.658480268204812e-07,2,-1.0,-0.065678954,-0.10188466,0.47021425,-29.932339191436768,1.0,147012
81967,0.027165552740268162,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-0.5543035,-1.0,-1.0,-20.0,1.0,141910
81968,20.151833653221548,1.2095600909756143e-10,9.071700682317108e-09,8,-0.12150687,-0.5095817,-1.0,-0.8376044,-20.0,1.0,91473
