step,reward
1,6.58
2,5.3
3,9.74
4,13.94
5,5.3
6,9.74
7,8.68
8,10.87
9,7.84
10,8.91
11,9.28
12,9.83
13,9.26
14,8.86
15,5.3
16,9.07
17,10.84
18,5.3
19,5.3
20,9.84
21,9.09
22,8.64
23,9.38
24,11.96
25,9.43
26,9.1
27,11.52
28,5.3
29,5.3
30,9.92
31,5.3
32,9.17
33,9.71
34,9.94
35,5.3
36,8.58
37,5.3
38,9.21
39,9.88
40,8.2
41,8.24
42,5.3
43,12.29
44,8.93
45,9.35
46,13.2
47,12.55
48,8.63
49,9.34
50,5.88
51,14.79
52,11.64
53,9.42
54,5.3
55,8.74
56,8.94
57,10.11
58,8.56
59,8.68
60,9.47
61,10.08
62,5.3
63,5.3
64,7.29
65,11.09
66,5.3
67,9.19
68,12.76
69,9.29
70,9.98
71,10.59
72,5.3
73,14.29
74,11.71
75,8.49
76,5.3
77,10.12
78,5.3
79,5.3
80,13.61
81,9.53
82,9.16
83,8.15
84,9.07
85,8.15
86,5.3
87,8.99
88,5.3
89,5.3
90,11.38
91,17.53
92,9.09
93,8.71
94,9.41
95,5.3
96,13.81
97,10.03
98,9.03
99,6.86
100,9.7
101,11.12
102,9.5
103,5.3
104,9.06
105,8.22
106,8.99
107,10.44
108,5.3
109,9.45
110,11.3
111,5.3
112,9.28
113,16.38
114,14.21
115,9.01
116,7.47
117,9.42
118,12.02
119,7.6
120,10.0
121,14.2
122,9.01
123,9.6
124,5.3
125,14.7
126,10.89
127,13.84
128,13.75
129,11.32
130,14.61
131,10.99
132,12.11
133,5.3
134,14.15
135,5.3
136,8.57
137,13.57
138,13.91
139,5.3
140,5.3
141,5.3
142,11.05
143,9.59
144,13.21
145,8.44
146,5.3
147,5.75
148,14.58
149,8.89
150,8.58
151,9.02
152,7.7
153,5.3
154,15.79
155,9.54
156,12.34
157,8.74
158,8.88
159,5.3
160,8.1
161,5.3
162,8.94
163,9.65
164,17.5
165,13.92
166,5.3
167,9.64
168,5.3
169,12.41
170,5.3
171,5.3
172,13.44
173,5.3
174,10.91
175,11.5
176,6.57
